00:17:c5:df:1e:89,-89,tile16
00:17:c5:df:1e:89,-85,tile16
00:17:c5:df:1e:89,-86,tile16
24:de:c6:11:ef:62,-54,tile16
24:de:c6:11:ef:60,-53,tile16
24:de:c6:11:ef:61,-55,tile16
00:17:c5:df:1e:89,-86,tile16
fa:8f:ca:6d:c1:97,-89,tile16
00:17:c5:df:1e:89,-88,tile16
24:de:c6:11:ef:62,-61,tile16
24:de:c6:11:ef:60,-57,tile16
24:de:c6:11:ef:61,-57,tile16
fa:8f:ca:6d:c1:97,-84,tile16
00:17:c5:df:1e:89,-85,tile16
24:de:c6:11:ef:62,-56,tile16
24:de:c6:11:ef:60,-54,tile16
24:de:c6:11:ef:61,-53,tile16
fa:8f:ca:6d:c1:97,-82,tile16
00:17:c5:df:1e:89,-84,tile16
24:de:c6:11:ef:61,-53,tile16
08:02:8e:a2:de:71,-58,tile16
24:de:c6:11:ef:62,-56,tile16
24:de:c6:11:ef:60,-52,tile16
24:de:c6:11:ef:61,-54,tile16
00:17:c5:df:1e:89,-84,tile16
08:02:8e:a2:de:71,-57,tile16
fa:8f:ca:6d:c1:97,-85,tile16
00:17:c5:df:1e:89,-85,tile16
24:de:c6:11:ef:62,-57,tile16
24:de:c6:11:ef:60,-59,tile16
24:de:c6:11:ef:61,-54,tile16
00:17:c5:df:1e:89,-86,tile16
fa:8f:ca:6d:c1:97,-81,tile16
00:17:c5:df:1e:89,-79,tile16
00:17:c5:df:1e:89,-86,tile16
24:de:c6:11:ef:62,-60,tile16
24:de:c6:11:ef:60,-55,tile16
24:de:c6:11:ef:61,-58,tile16
08:02:8e:a2:de:71,-56,tile16
fa:8f:ca:6d:c1:97,-81,tile16
00:17:c5:df:1e:89,-85,tile16
24:de:c6:11:ef:62,-57,tile16
24:de:c6:11:ef:60,-54,tile16
24:de:c6:11:ef:61,-60,tile16
08:02:8e:a2:de:71,-57,tile16
00:17:c5:df:1e:89,-85,tile16
00:17:c5:df:1e:89,-88,tile16
24:de:c6:11:ef:62,-54,tile16
24:de:c6:11:ef:60,-53,tile16
24:de:c6:11:ef:61,-55,tile16
08:02:8e:a2:de:71,-54,tile16
00:1f:5b:89:ea:6f,-89,tile16
fa:8f:ca:6d:c1:97,-86,tile16
00:17:c5:df:1e:89,-81,tile16
24:de:c6:11:ef:62,-60,tile16
24:de:c6:11:ef:60,-58,tile16
24:de:c6:11:ef:61,-57,tile16
00:1f:5b:89:ea:6f,-90,tile16
fa:8f:ca:6d:c1:97,-84,tile16
24:de:c6:11:ef:62,-58,tile16
24:de:c6:11:ef:60,-59,tile16
24:de:c6:11:ef:61,-63,tile16
00:17:c5:df:1e:89,-87,tile16
fa:8f:ca:6d:c1:97,-81,tile16
24:de:c6:11:ef:62,-56,tile16
24:de:c6:11:ef:60,-56,tile16
24:de:c6:11:ef:61,-56,tile16
00:17:c5:df:1e:89,-82,tile16
24:de:c6:11:ef:62,-57,tile16
24:de:c6:11:ef:60,-57,tile16
24:de:c6:11:ef:61,-56,tile16
00:17:c5:df:1e:89,-84,tile16
08:02:8e:a2:de:71,-56,tile16
00:17:c5:df:1e:89,-79,tile16
fa:8f:ca:6d:c1:97,-87,tile16
00:17:c5:df:1e:89,-83,tile16
24:de:c6:11:ef:62,-54,tile16
24:de:c6:11:ef:60,-56,tile16
24:de:c6:11:ef:61,-55,tile16
08:02:8e:a2:de:71,-58,tile16
fa:8f:ca:6d:c1:97,-88,tile16
00:17:c5:df:1e:89,-86,tile16
00:17:c5:df:1e:89,-84,tile16
24:de:c6:11:ef:62,-54,tile16
24:de:c6:11:ef:60,-57,tile16
24:de:c6:11:ef:61,-55,tile16
00:17:c5:df:1e:89,-81,tile16
fa:8f:ca:6d:c1:97,-81,tile16
24:de:c6:11:ef:62,-58,tile16
24:de:c6:11:ef:60,-56,tile16
24:de:c6:11:ef:61,-58,tile16
08:02:8e:a2:de:71,-62,tile16
fa:8f:ca:6d:c1:97,-85,tile16
24:de:c6:11:ef:62,-53,tile16
24:de:c6:11:ef:60,-54,tile16
24:de:c6:11:ef:61,-60,tile16
08:02:8e:a2:de:71,-59,tile16
00:17:c5:df:1e:89,-81,tile16
24:de:c6:11:ef:62,-53,tile16
24:de:c6:11:ef:60,-56,tile16
24:de:c6:11:ef:61,-58,tile16
00:17:c5:df:1e:89,-82,tile16
08:02:8e:a2:de:71,-59,tile16
00:17:c5:df:1e:89,-82,tile16
fa:8f:ca:6d:c1:97,-82,tile16
00:17:c5:df:1e:89,-87,tile16
00:17:c5:df:1e:89,-81,tile16
00:17:c5:df:1e:89,-82,tile16
24:de:c6:11:ef:62,-58,tile16
24:de:c6:11:ef:60,-57,tile16
24:de:c6:11:ef:61,-55,tile16
fa:8f:ca:6d:c1:97,-85,tile16
24:de:c6:11:ef:62,-54,tile16
24:de:c6:11:ef:60,-56,tile16
24:de:c6:11:ef:61,-55,tile16
00:17:c5:df:1e:89,-87,tile16
00:17:c5:df:1e:89,-79,tile16
fa:8f:ca:6d:c1:97,-84,tile16
00:17:c5:df:1e:89,-82,tile16
00:17:c5:df:1e:89,-81,tile16
00:17:c5:df:1e:89,-83,tile16
24:de:c6:11:ef:62,-53,tile16
24:de:c6:11:ef:60,-56,tile16
24:de:c6:11:ef:61,-54,tile16
00:17:c5:df:1e:89,-85,tile16
ec:0e:c4:22:4c:95,-79,tile16
24:de:c6:11:ef:61,-55,tile16
00:17:c5:df:1e:89,-84,tile16
00:17:c5:df:1e:89,-85,tile16
ec:0e:c4:22:4c:95,-81,tile16
24:de:c6:11:ef:61,-54,tile16
24:de:c6:11:ef:62,-56,tile16
24:de:c6:11:ef:60,-60,tile16
24:de:c6:11:ef:61,-55,tile16
00:17:c5:df:1e:89,-87,tile16
00:17:c5:df:1e:89,-81,tile16
00:17:c5:df:1e:89,-83,tile16
08:02:8e:a2:de:71,-60,tile16
fa:8f:ca:6d:c1:97,-81,tile16
24:de:c6:11:ef:62,-56,tile16
24:de:c6:11:ef:60,-57,tile16
24:de:c6:11:ef:61,-56,tile16
24:de:c6:11:ef:62,-60,tile16
24:de:c6:11:ef:60,-59,tile16
24:de:c6:11:ef:61,-59,tile16
9e:30:5b:7c:0b:c5,-94,tile16
fa:8f:ca:6d:c1:97,-79,tile16
00:17:c5:df:1e:89,-82,tile16
00:17:c5:df:1e:89,-78,tile16
24:de:c6:11:ef:62,-56,tile16
24:de:c6:11:ef:60,-57,tile16
24:de:c6:11:ef:61,-56,tile16
24:de:c6:11:ef:62,-54,tile16
24:de:c6:11:ef:60,-53,tile16
24:de:c6:11:ef:61,-56,tile16
5e:7d:ca:4e:1c:54,-84,tile16
24:de:c6:11:ef:62,-54,tile16
24:de:c6:11:ef:60,-55,tile16
24:de:c6:11:ef:61,-53,tile16
fa:8f:ca:6d:c1:97,-81,tile16
00:17:c5:df:1e:89,-85,tile16
24:de:c6:11:ef:62,-56,tile16
24:de:c6:11:ef:60,-57,tile16
24:de:c6:11:ef:61,-55,tile16
00:17:c5:df:1e:89,-80,tile16
5e:7d:ca:4e:1c:54,-82,tile16
24:de:c6:11:ef:62,-59,tile16
24:de:c6:11:ef:60,-56,tile16
24:de:c6:11:ef:61,-58,tile16
9e:30:5b:7c:0b:c5,-94,tile16
5e:7d:ca:4e:1c:54,-80,tile16
08:02:8e:a2:de:71,-61,tile16
00:17:c5:df:1e:89,-80,tile16
24:de:c6:11:ef:61,-55,tile16
24:de:c6:11:ef:61,-56,tile16
f4:30:b9:07:f4:64,-90,tile16
24:de:c6:11:ef:62,-60,tile16
24:de:c6:11:ef:60,-57,tile16
24:de:c6:11:ef:61,-59,tile16
08:02:8e:a2:de:71,-57,tile16
fa:8f:ca:6d:c1:97,-84,tile16
24:de:c6:11:ef:62,-57,tile16
24:de:c6:11:ef:60,-59,tile16
24:de:c6:11:ef:61,-57,tile16
08:02:8e:a2:de:71,-56,tile16
fa:8f:ca:6d:c1:97,-89,tile16
24:de:c6:11:ef:62,-56,tile16
24:de:c6:11:ef:60,-58,tile16
24:de:c6:11:ef:61,-57,tile16
24:de:c6:11:eb:a0,-84,tile16
fa:8f:ca:6d:c1:97,-86,tile16
24:de:c6:11:ef:62,-57,tile16
24:de:c6:11:ef:60,-56,tile16
24:de:c6:11:ef:61,-54,tile16
00:17:c5:df:1e:89,-84,tile16
00:17:c5:df:1e:89,-85,tile16
08:02:8e:a2:de:71,-59,tile16
fa:8f:ca:6d:c1:97,-85,tile16
24:de:c6:11:ef:62,-56,tile16
24:de:c6:11:ef:61,-57,tile16
24:de:c6:11:ef:62,-55,tile16
24:de:c6:11:ef:60,-52,tile16
24:de:c6:11:ef:61,-55,tile16
08:02:8e:a2:de:71,-59,tile16
fa:8f:ca:6d:c1:97,-87,tile16
00:17:c5:df:1e:89,-85,tile16
00:17:c5:df:1e:89,-83,tile16
24:de:c6:11:ef:62,-55,tile16
24:de:c6:11:ef:60,-58,tile16
24:de:c6:11:ef:61,-55,tile16
fa:8f:ca:6d:c1:97,-82,tile16
24:de:c6:11:ef:62,-58,tile16
24:de:c6:11:ef:60,-57,tile16
24:de:c6:11:ef:61,-56,tile16
08:02:8e:a2:de:71,-64,tile16
fa:8f:ca:6d:c1:97,-81,tile16
24:de:c6:11:ef:62,-56,tile16
24:de:c6:11:ef:60,-57,tile16
24:de:c6:11:ef:61,-57,tile16
9e:30:5b:7c:0b:c5,-93,tile16
08:02:8e:a2:de:71,-59,tile16
9e:30:5b:7c:0b:c5,-88,tile16
ec:0e:c4:22:4c:95,-78,tile16
24:de:c6:11:ef:61,-59,tile16
00:17:c5:df:1e:89,-84,tile16
00:17:c5:df:1e:89,-88,tile16
24:de:c6:11:ef:61,-56,tile16
00:17:c5:df:1e:89,-85,tile16
24:de:c6:11:ef:62,-58,tile16
24:de:c6:11:ef:60,-57,tile16
24:de:c6:11:ef:61,-59,tile16
00:17:c5:df:1e:89,-88,tile16
9e:30:5b:7c:0b:c5,-92,tile16
08:02:8e:a2:de:71,-57,tile16
fa:8f:ca:6d:c1:97,-83,tile16
00:17:c5:df:1e:89,-86,tile16
24:de:c6:11:ef:62,-58,tile16
24:de:c6:11:ef:61,-56,tile16
ec:0e:c4:22:4c:95,-77,tile16
fa:8f:ca:6d:c1:97,-85,tile16
ec:0e:c4:22:4c:95,-77,tile16
00:17:c5:df:1e:89,-86,tile16
24:de:c6:11:ef:62,-54,tile16
08:02:8e:a2:de:71,-59,tile16
24:de:c6:11:ef:62,-54,tile16
24:de:c6:11:ef:60,-54,tile16
24:de:c6:11:ef:61,-54,tile16
24:de:c6:11:ef:60,-56,tile16
24:de:c6:11:ef:61,-55,tile16
00:17:c5:df:1e:89,-83,tile16
00:17:c5:df:1e:89,-86,tile16
fa:8f:ca:6d:c1:97,-83,tile16
00:17:c5:df:1e:89,-89,tile16
24:de:c6:11:ef:62,-55,tile16
24:de:c6:11:ef:60,-58,tile16
24:de:c6:11:ef:61,-56,tile16
fa:8f:ca:6d:c1:97,-84,tile16
10:08:b1:fb:05:11,-79,tile16
24:de:c6:11:ef:62,-57,tile16
24:de:c6:11:ef:60,-59,tile16
24:de:c6:11:ef:61,-56,tile16
24:de:c6:11:ef:62,-56,tile16
24:de:c6:11:ef:60,-56,tile16
24:de:c6:11:ef:61,-57,tile16
00:17:c5:df:1e:89,-86,tile16
08:02:8e:a2:de:71,-65,tile16
00:17:c5:df:1e:89,-87,tile16
10:08:b1:fb:05:11,-78,tile16
fa:8f:ca:6d:c1:97,-86,tile16
24:de:c6:11:ef:62,-61,tile16
24:de:c6:11:ef:60,-60,tile16
24:de:c6:11:ef:61,-59,tile16
10:08:b1:fb:05:11,-76,tile16
24:de:c6:11:ef:62,-56,tile16
24:de:c6:11:ef:60,-59,tile16
24:de:c6:11:ef:61,-57,tile16
00:17:c5:df:1e:89,-87,tile16
00:17:c5:df:1e:89,-92,tile16
24:de:c6:11:ef:62,-55,tile16
24:de:c6:11:ef:60,-58,tile16
24:de:c6:11:ef:61,-55,tile16
00:17:c5:df:1e:89,-88,tile16
00:17:c5:df:1e:89,-85,tile16
00:17:c5:df:1e:89,-87,tile16
00:17:c5:df:1e:89,-85,tile16
08:02:8e:a2:de:71,-60,tile16
00:1f:5b:89:ea:6f,-88,tile16
00:17:c5:df:1e:89,-88,tile16
00:17:c5:df:1e:89,-84,tile16
00:17:c5:df:1e:89,-92,tile16
00:17:c5:df:1e:89,-89,tile16
24:de:c6:11:ef:62,-55,tile16
24:de:c6:11:ef:60,-53,tile16
24:de:c6:11:ef:61,-57,tile16
fa:8f:ca:6d:c1:97,-83,tile16
24:de:c6:11:ef:62,-56,tile16
24:de:c6:11:ef:60,-56,tile16
24:de:c6:11:ef:61,-53,tile16
fa:8f:ca:6d:c1:97,-85,tile16
00:17:c5:df:1e:89,-86,tile16
24:de:c6:11:ef:62,-52,tile16
24:de:c6:11:ef:60,-56,tile16
24:de:c6:11:ef:61,-54,tile16
10:08:b1:fb:05:11,-84,tile16
24:de:c6:11:ef:62,-56,tile16
24:de:c6:11:ef:60,-55,tile16
24:de:c6:11:ef:61,-55,tile16
18:4f:32:64:e0:5f,-93,tile16
fa:8f:ca:6d:c1:97,-86,tile16
00:17:c5:df:1e:89,-81,tile16
18:4f:32:64:e0:5f,-87,tile16
18:4f:32:64:e0:5f,-90,tile16
18:4f:32:64:e0:5f,-88,tile16
24:de:c6:11:ef:62,-59,tile16
24:de:c6:11:ef:60,-57,tile16
24:de:c6:11:ef:61,-55,tile16
00:71:cc:53:83:e9,-75,tile16
24:de:c6:11:ef:62,-57,tile16
24:de:c6:11:ef:60,-58,tile16
24:de:c6:11:ef:61,-59,tile16
00:71:cc:53:83:e9,-72,tile16
24:de:c6:11:ef:62,-58,tile16
24:de:c6:11:ef:60,-57,tile16
24:de:c6:11:ef:61,-55,tile16
08:02:8e:a2:de:71,-61,tile16
00:17:c5:df:1e:89,-87,tile16
24:de:c6:11:ef:62,-56,tile16
24:de:c6:11:ef:60,-57,tile16
24:de:c6:11:ef:61,-56,tile16
00:71:cc:53:83:e9,-72,tile16
18:4f:32:64:e0:5f,-90,tile16
24:de:c6:11:ef:62,-56,tile16
24:de:c6:11:ef:60,-54,tile16
24:de:c6:11:ef:61,-60,tile16
18:4f:32:64:e0:5f,-88,tile16
24:de:c6:11:ef:62,-57,tile16
24:de:c6:11:ef:60,-57,tile16
24:de:c6:11:ef:61,-57,tile16
08:02:8e:a2:de:71,-60,tile16
00:1f:5b:89:ea:6f,-87,tile16
00:17:c5:df:1e:89,-90,tile16
6c:ad:f8:51:8b:d0,-79,tile16
08:02:8e:a2:de:71,-57,tile16
6c:ad:f8:51:8b:d0,-79,tile16
08:02:8e:a2:de:71,-59,tile16
6c:ad:f8:51:8b:d0,-80,tile16
24:de:c6:11:ef:62,-57,tile16
24:de:c6:11:ef:60,-60,tile16
24:de:c6:11:ef:61,-57,tile16
fa:8f:ca:6d:c1:97,-79,tile16
fa:8f:ca:6d:c1:97,-82,tile16
18:4f:32:64:e0:5f,-87,tile16
08:02:8e:a2:de:71,-58,tile16
68:14:01:9e:57:61,-91,tile16
fa:8f:ca:6d:c1:97,-82,tile16
18:4f:32:64:e0:5f,-89,tile16
fa:8f:ca:6d:c1:97,-81,tile16
24:de:c6:11:ef:62,-57,tile16
24:de:c6:11:ef:60,-56,tile16
24:de:c6:11:ef:61,-61,tile16
24:de:c6:11:ef:62,-54,tile16
24:de:c6:11:ef:60,-53,tile16
24:de:c6:11:ef:61,-56,tile16
24:de:c6:11:ef:62,-55,tile16
24:de:c6:11:ef:60,-56,tile16
24:de:c6:11:ef:61,-54,tile16
24:de:c6:11:ef:62,-56,tile16
24:de:c6:11:ef:60,-56,tile16
24:de:c6:11:ef:61,-55,tile16
18:4f:32:64:e0:5f,-92,tile16
00:71:cc:53:83:e9,-72,tile16
fa:8f:ca:6d:c1:97,-80,tile16
24:de:c6:11:ef:62,-57,tile16
24:de:c6:11:ef:60,-57,tile16
24:de:c6:11:ef:61,-56,tile16
18:4f:32:64:e0:5f,-88,tile16
24:de:c6:11:ef:62,-57,tile16
24:de:c6:11:ef:60,-56,tile16
24:de:c6:11:ef:61,-57,tile16
08:02:8e:a2:de:71,-64,tile16
fa:8f:ca:6d:c1:97,-80,tile16
24:de:c6:11:ef:62,-55,tile16
24:de:c6:11:ef:60,-57,tile16
24:de:c6:11:ef:61,-54,tile16
24:de:c6:11:ef:62,-56,tile16
24:de:c6:11:ef:60,-55,tile16
24:de:c6:11:ef:61,-56,tile16
00:17:c5:df:1e:89,-84,tile16
08:02:8e:a2:de:71,-59,tile16
6c:ad:f8:51:8b:d0,-82,tile16
24:de:c6:11:ef:62,-54,tile16
24:de:c6:11:ef:60,-55,tile16
24:de:c6:11:ef:61,-53,tile16
6c:ad:f8:51:8b:d0,-83,tile16
24:de:c6:11:ef:62,-56,tile16
24:de:c6:11:ef:60,-58,tile16
24:de:c6:11:ef:61,-56,tile16
6c:ad:f8:51:8b:d0,-81,tile16
24:de:c6:11:ef:60,-55,tile16
24:de:c6:11:ef:61,-60,tile16
24:de:c6:11:ef:62,-56,tile16
24:de:c6:11:ef:60,-53,tile16
24:de:c6:11:ef:61,-56,tile16
08:02:8e:a2:de:71,-61,tile16
00:1f:5b:89:ea:6f,-91,tile16
24:de:c6:11:ef:62,-57,tile16
24:de:c6:11:ef:60,-57,tile16
24:de:c6:11:ef:61,-57,tile16
24:de:c6:11:ef:61,-60,tile16
08:02:8e:a2:de:71,-63,tile16
fa:8f:ca:6d:c1:97,-85,tile16
00:17:c5:df:1e:89,-86,tile16
24:de:c6:11:ef:62,-54,tile16
24:de:c6:11:ef:60,-57,tile16
fa:8f:ca:6d:c1:97,-82,tile16
24:de:c6:11:ef:61,-56,tile16
80:00:0b:c9:42:67,-58,tile16
24:de:c6:11:ef:61,-57,tile16
24:de:c6:11:ef:62,-55,tile16
24:de:c6:11:ef:60,-58,tile16
24:de:c6:11:ef:61,-54,tile16
24:de:c6:11:ef:62,-55,tile16
24:de:c6:11:ef:60,-56,tile16
24:de:c6:11:ef:61,-57,tile16
24:de:c6:11:ef:62,-58,tile16
24:de:c6:11:ef:60,-53,tile16
24:de:c6:11:ef:61,-55,tile16
24:de:c6:11:ef:62,-56,tile16
24:de:c6:11:ef:60,-58,tile16
24:de:c6:11:ef:61,-55,tile16
24:de:c6:11:ef:62,-55,tile16
24:de:c6:11:ef:60,-55,tile16
24:de:c6:11:ef:61,-53,tile16
80:00:0b:c9:42:67,-60,tile16
24:de:c6:11:ef:62,-55,tile16
24:de:c6:11:ef:60,-54,tile16
24:de:c6:11:ef:61,-57,tile16
80:00:0b:c9:42:67,-61,tile16
24:de:c6:11:ef:61,-56,tile16
80:00:0b:c9:42:67,-61,tile16
08:02:8e:a2:de:71,-58,tile16
24:de:c6:11:ef:62,-55,tile16
24:de:c6:11:ef:60,-57,tile16
24:de:c6:11:ef:61,-53,tile16
08:02:8e:a2:de:71,-60,tile16
80:00:0b:c9:42:67,-68,tile16
80:00:0b:c9:42:67,-64,tile16
24:de:c6:11:ef:62,-55,tile16
24:de:c6:11:ef:60,-56,tile16
24:de:c6:11:ef:61,-54,tile16
08:02:8e:a2:de:71,-59,tile16
00:1f:5b:89:ea:6f,-92,tile16
00:17:c5:df:1e:89,-84,tile16
24:de:c6:11:ef:62,-58,tile16
24:de:c6:11:ef:60,-54,tile16
24:de:c6:11:ef:61,-55,tile16
80:00:0b:c9:42:67,-59,tile16
24:de:c6:11:ef:62,-53,tile16
24:de:c6:11:ef:60,-53,tile16
24:de:c6:11:ef:61,-54,tile16
80:00:0b:c9:42:67,-60,tile16
80:00:0b:c9:42:67,-59,tile16
24:de:c6:11:ef:61,-56,tile16
24:de:c6:11:ef:62,-54,tile16
24:de:c6:11:ef:60,-59,tile16
24:de:c6:11:ef:61,-52,tile16
80:00:0b:c9:42:67,-65,tile16
08:02:8e:a2:de:71,-57,tile16
08:02:8e:a2:de:71,-59,tile16
08:02:8e:a2:de:71,-57,tile16
00:17:c5:df:1e:89,-84,tile16
f4:30:b9:07:f4:64,-94,tile16
24:de:c6:11:ef:62,-55,tile16
24:de:c6:11:ef:60,-58,tile16
24:de:c6:11:ef:61,-59,tile16
00:17:c5:df:1e:89,-84,tile16
00:17:c5:df:1e:89,-83,tile16
24:de:c6:11:ef:62,-55,tile16
24:de:c6:11:ef:60,-56,tile16
24:de:c6:11:ef:61,-56,tile16
08:02:8e:a2:de:71,-65,tile16
fa:8f:ca:6d:c1:97,-85,tile16
00:17:c5:df:1e:89,-86,tile16
24:de:c6:11:ef:62,-58,tile16
24:de:c6:11:ef:60,-56,tile16
24:de:c6:11:ef:61,-55,tile16
08:02:8e:a2:de:71,-58,tile16
24:de:c6:11:ef:62,-57,tile16
24:de:c6:11:ef:60,-60,tile16
24:de:c6:11:ef:61,-55,tile16
08:02:8e:a2:de:71,-56,tile16
fa:8f:ca:6d:c1:97,-82,tile16
24:de:c6:11:ef:62,-56,tile16
24:de:c6:11:ef:60,-58,tile16
24:de:c6:11:ef:61,-57,tile16
fa:8f:ca:6d:c1:97,-80,tile16
00:17:c5:df:1e:89,-84,tile16
fa:8f:ca:6d:c1:97,-86,tile16
24:de:c6:11:ef:62,-55,tile16
24:de:c6:11:ef:60,-54,tile16
24:de:c6:11:ef:61,-59,tile16
00:17:c5:df:1e:89,-77,tile16
fa:8f:ca:6d:c1:97,-81,tile16
00:17:c5:df:1e:89,-79,tile16
24:de:c6:11:ef:62,-55,tile16
24:de:c6:11:ef:60,-56,tile16
24:de:c6:11:ef:61,-60,tile16
00:17:c5:df:1e:89,-79,tile16
fa:8f:ca:6d:c1:97,-81,tile16
00:17:c5:df:1e:89,-84,tile16
24:de:c6:11:ef:62,-54,tile16
24:de:c6:11:ef:60,-55,tile16
24:de:c6:11:ef:61,-54,tile16
fa:8f:ca:6d:c1:97,-90,tile16
fa:8f:ca:6d:c1:97,-90,tile16
18:4f:32:64:e0:5f,-93,tile16
fa:8f:ca:6d:c1:97,-86,tile16
00:17:c5:df:1e:89,-83,tile16
08:02:8e:a2:de:71,-55,tile16
18:4f:32:64:e0:5f,-89,tile16
00:17:c5:df:1e:89,-87,tile16
24:de:c6:11:ef:62,-55,tile16
24:de:c6:11:ef:60,-55,tile16
24:de:c6:11:ef:61,-55,tile16
24:de:c6:11:ef:62,-55,tile16
24:de:c6:11:ef:60,-55,tile16
24:de:c6:11:ef:61,-56,tile16
00:17:c5:df:1e:89,-85,tile16
00:17:c5:df:1e:89,-84,tile16
00:17:c5:df:1e:89,-89,tile16
00:17:c5:df:1e:89,-87,tile16
08:02:8e:a2:de:71,-57,tile16
00:17:c5:df:1e:89,-87,tile16
00:17:c5:df:1e:89,-86,tile16
24:de:c6:11:ef:62,-55,tile16
24:de:c6:11:ef:60,-54,tile16
24:de:c6:11:ef:61,-56,tile16
08:02:8e:a2:de:71,-57,tile16
fa:8f:ca:6d:c1:97,-88,tile16
00:17:c5:df:1e:89,-85,tile16
08:02:8e:a2:de:71,-57,tile16
08:02:8e:a2:de:71,-59,tile16
24:de:c6:11:ef:62,-51,tile16
24:de:c6:11:ef:60,-54,tile16
24:de:c6:11:ef:61,-53,tile16
f4:30:b9:07:f4:64,-89,tile16
f0:4f:7c:1b:02:bc,-77,tile16
f0:4f:7c:1b:02:bc,-76,tile16
18:4f:32:64:e0:5f,-91,tile16
18:4f:32:64:e0:5f,-86,tile16
f0:4f:7c:1b:02:bc,-76,tile16
f0:4f:7c:1b:02:bc,-76,tile16
18:4f:32:64:e0:5f,-90,tile16
08:02:8e:a2:de:71,-58,tile16
f0:4f:7c:1b:02:bc,-69,tile16
00:17:c5:df:1e:89,-82,tile16
24:de:c6:11:ef:62,-55,tile16
24:de:c6:11:ef:60,-54,tile16
24:de:c6:11:ef:61,-54,tile16
00:17:c5:df:1e:89,-86,tile16
f0:4f:7c:1b:02:bc,-71,tile16
24:de:c6:11:ef:62,-55,tile16
24:de:c6:11:ef:60,-55,tile16
24:de:c6:11:ef:61,-53,tile16
08:02:8e:a2:de:71,-57,tile16
00:17:c5:df:1e:89,-80,tile16
24:de:c6:11:ef:62,-59,tile16
24:de:c6:11:ef:60,-60,tile16
24:de:c6:11:ef:61,-56,tile16
00:1f:5b:89:ea:6f,-91,tile16
9e:30:5b:7c:0b:c5,-92,tile16
24:de:c6:11:ef:62,-56,tile16
24:de:c6:11:ef:60,-58,tile16
24:de:c6:11:ef:61,-56,tile16
fa:8f:ca:6d:c1:97,-82,tile16
18:4f:32:64:e0:5f,-92,tile16
24:de:c6:11:ef:62,-59,tile16
24:de:c6:11:ef:60,-54,tile16
24:de:c6:11:ef:61,-58,tile16
6c:ad:f8:51:8b:d0,-81,tile16
6c:ad:f8:51:8b:d0,-84,tile16
18:4f:32:64:e0:5f,-89,tile16
18:4f:32:64:e0:5f,-88,tile16
24:de:c6:11:ef:62,-54,tile16
24:de:c6:11:ef:60,-55,tile16
24:de:c6:11:ef:61,-56,tile16
6c:ad:f8:51:8b:d0,-85,tile16
6c:ad:f8:51:8b:d0,-80,tile16
6c:ad:f8:51:8b:d0,-79,tile16
24:de:c6:11:ef:62,-57,tile16
24:de:c6:11:ef:60,-55,tile16
24:de:c6:11:ef:61,-59,tile16
24:de:c6:11:ef:62,-57,tile16
24:de:c6:11:ef:60,-58,tile16
